609.259, 103.196, -68.9536, 0.942048
614.032, 107.99, -69.373, 0.941978
618.768, 112.803, -69.7032, 0.942098
623.282, 117.795, -70.0203, 0.942033
628.085, 122.772, -69.967, 0.936051
632.354, 128.168, -70.1045, 0.936153
638.095, 133.35, -70.569, 0.891364
642.499, 138.7, -71.1205, 0.891522
642.145, 138.13, -70.6823, 1.07484
641.85, 137.571, -70.5876, 1.00506
